SA2 Code,SA2 Label,Heart stroke vascular (%) All ages,Heart stroke vascular (%) 60 years and over,Heart stroke vascular (%) 70 years and over
119021363,Canterbury (South) - Campsie,NA,NA,22.4
112021246,Goonellabah,NA,NA,22.4
117011321,Botany,NA,NA,22.4
308031213,Norman Gardens,NA,NA,22.4
317011450,Highfields,NA,NA,22.4
319051525,Maryborough Region - South,NA,NA,22.4
203021043,Lara,NA,NA,22.4
124031457,Cambridge Park,NA,NA,22.4
217041478,Moyne - West,NA,NA,22.4
211011260,Wantirna South,NA,NA,22.4
103011059,Bathurst - East,NA,NA,22.4
208031186,Chelsea - Bonbeach,NA,NA,22.4
209011203,Viewbank - Yallambie,NA,NA,22.4
101061541,Yass,NA,NA,22.4
502011023,Greenfields,NA,NA,22.4
120011386,Five Dock - Abbotsford,NA,16.8,22.5
119041382,Sans Souci - Ramsgate,NA,17.1,22.5
209011196,Bundoora - East,NA,17.7,22.5
108041163,Port Macquarie - East,NA,17.7,22.5
201031016,Maryborough (Vic.),NA,18.7,22.5
318021473,Deeragun,NA,NA,22.5
312021357,Walkerston - Eton,NA,NA,22.5
128011606,Woolaware - Burraneer,NA,NA,22.5
125011582,Auburn - Central,NA,NA,22.5
211011258,Rowville - South,NA,NA,22.5
311061332,Rochedale South - Priestdale,NA,NA,22.5
109011172,Albury - East,NA,NA,22.5
101021009,Queanbeyan,NA,NA,22.5
403041086,Reynella,NA,NA,22.5
602031059,George Town,NA,NA,22.5
102011043,Wyoming,NA,NA,22.5
311051328,Waterford West,NA,NA,22.5
203021045,Newcomb - Moolap,NA,NA,22.5
120021388,Leichhardt - Annandale,NA,15.5,22.6
504031057,Beechboro,NA,16.5,22.6
120011383,Concord - Mortlake - Cabarita,NA,16.6,22.6
103031071,Lithgow Region,NA,16.9,22.6
210021232,Gisborne,NA,17.1,22.6
107041146,Figtree - Keiraville,NA,17.3,22.6
604021086,East Devonport,NA,17.3,22.6
205011079,Warragul,NA,17.4,22.6
211011251,Bayswater,NA,17.9,22.6
105031101,Dubbo - South,NA,18.1,22.6
402051052,Hope Valley - Modbury,NA,18.1,22.6
120031396,Homebush,NA,NA,22.6
311051327,Shailer Park,NA,NA,22.6
318021490,Townsville City - North Ward,NA,NA,22.6
801011016,Kaleen,NA,NA,22.6
511041288,Geraldton - South,NA,NA,22.6
403041078,Hackham - Onkaparinga Hills,NA,NA,22.6
319011498,Bundaberg Region - North,NA,NA,22.6
101041027,Narooma - Bermagui,NA,NA,22.6
217031475,Corangamite - South,NA,NA,22.6
504031066,Midland - Guildford,NA,NA,22.6
209011198,Heidelberg - Rosanna,NA,NA,22.6
312011337,Bowen,NA,NA,22.6
302041045,Taigum - Fitzgibbon,NA,NA,22.6
310031283,Brassall,NA,NA,22.6
117011323,Pagewood - Hillsdale - Daceyville,NA,NA,22.6
502011022,Falcon - Wannanup,NA,NA,22.6
603031074,Triabunna - Bicheno,NA,NA,22.6
210021235,Romsey,NA,16.6,22.7
112011236,Ballina,NA,17.1,22.7
102021047,Chittaway Bay - Tumbi Umbi,NA,17.4,22.7
119041377,Kingsgrove (South) - Bardwell Park,NA,17.4,22.7
204011057,Mansfield (Vic.),NA,17.4,22.7
102021044,Bateau Bay - Killarney Vale,NA,17.8,22.7
317011455,Rangeville,NA,17.8,22.7
209021208,Reservoir - West,NA,17.9,22.7
214011373,Frankston South,NA,17.9,22.7
801011007,Evatt,NA,NA,22.7
119041381,Rockdale - Banksia,NA,NA,22.7
119041376,Bexley,NA,NA,22.7
309061248,Nerang - Mount Nathan,NA,NA,22.7
204031068,Beechworth,NA,NA,22.7
319011499,Bundaberg Region - South,NA,NA,22.7
128021533,Heathcote - Waterfall,NA,NA,22.7
212051322,Glen Waverley - West,NA,NA,22.7
111021220,Wangi Wangi - Rathmines,NA,NA,22.7
217031472,Colac,NA,NA,22.7
214021377,Dromana,NA,NA,22.7
502011029,Pinjarra,NA,NA,22.7
217011423,Southern Grampians,NA,17,22.8
310011274,Inala - Richlands,NA,17.3,22.8
107041144,Balgownie - Fairy Meadow,NA,17.7,22.8
128021607,Engadine,NA,17.8,22.8
301011006,Wellington Point,NA,NA,22.8
313021368,Morayfield - East,NA,NA,22.8
206011105,Brunswick,NA,NA,22.8
205011077,Mount Baw Baw Region,NA,NA,22.8
108021157,Macksville - Scotts Head,NA,NA,22.8
125041491,Northmead,NA,NA,22.8
604011077,Burnie - Wivenhoe,NA,NA,22.8
318021471,Condon - Rasmussen,NA,NA,22.8
310021277,Boonah,NA,NA,22.8
405041128,Yorke Peninsula - South,NA,NA,22.8
604011083,West Ulverstone,NA,NA,22.8
310011272,Durack,NA,NA,22.8
110021191,Inverell,NA,NA,22.8
206011108,Coburg,NA,16.8,22.9
122031430,Manly Vale - Allambie Heights,NA,17.1,22.9
604031094,North West,NA,17.5,22.9
506011110,Armadale - Wungong - Brookdale,NA,17.7,22.9
104021085,Coffs Harbour - South,NA,17.7,22.9
101051539,Goulburn,NA,17.9,22.9
202011020,East Bendigo - Kennington,NA,17.9,22.9
301021008,Ormiston,NA,17.9,22.9
313011362,Beachmere - Sandstone Point,NA,18.2,22.9
407031165,Murray Bridge,NA,18.3,22.9
205021081,Bairnsdale,NA,18.4,22.9
108041165,Port Macquarie Region,NA,NA,22.9
402041044,Paralowie,NA,NA,22.9
404011090,Beverley,NA,NA,22.9
114021285,Hill Top - Colo Vale,NA,NA,22.9
204011056,Kilmore - Broadford,NA,NA,22.9
302041046,Zillmere,NA,NA,22.9
203021044,Leopold,NA,NA,22.9
407031169,The Coorong,NA,NA,22.9
310021278,Esk,NA,NA,22.9
113011258,Leeton,NA,NA,22.9
110021193,Inverell Region - West,NA,NA,22.9
507031170,Calista,NA,NA,22.9
110031197,Narrabri,NA,NA,22.9
124031459,Emu Plains - Leonay,NA,NA,22.9
601031018,Montrose - Rosetta,NA,NA,22.9
312021351,Pioneer Valley,NA,16.4,23
214021385,Somerville,NA,16.9,23
801071078,Gordon (ACT),NA,17,23
120011385,Drummoyne - Rodd Point,NA,17.1,23
318021476,Gulliver - Currajong - Vincent,NA,17.6,23
102011031,Erina - Green Point,NA,18.4,23
106031124,Tea Gardens - Hawks Nest,NA,18.7,23
104011081,Grafton Region,NA,NA,23
117021327,Petersham - Stanmore,NA,NA,23
310041300,Goodna,NA,NA,23
111021217,Edgeworth - Cameron Park,NA,NA,23
212051326,Oakleigh - Huntingdale,NA,NA,23
308031222,The Range - Allenstown,NA,NA,23
205031090,Leongatha,NA,NA,23
103031072,Mudgee,NA,NA,23
101061543,Young,NA,NA,23
602031058,Dilston - Lilydale,NA,17.2,23.1
504011044,Bassendean - Eden Hill - Ashfield,NA,17.5,23.1
504031059,Ellenbrook,NA,17.6,23.1
111031233,Wallsend - Elermore Vale,NA,17.7,23.1
201011003,Ballarat - North,NA,17.8,23.1
316021418,Buddina - Minyama,NA,17.8,23.1
205031091,Phillip Island,NA,17.8,23.1
601041022,Kingston - Huntingfield,5.5,17.9,23.1
405041124,Kadina,NA,18,23.1
319051524,Maryborough (Qld),7.1,18.3,23.1
212021293,Berwick - North,NA,18.3,23.1
317011448,Gatton,NA,18.4,23.1
604011082,Ulverstone,7.5,18.8,23.1
111021218,Morisset - Cooranbong,NA,18.8,23.1
311041320,Greenbank,NA,NA,23.1
206021110,Alphington - Fairfield,NA,NA,23.1
119041379,Kogarah Bay - Carlton - Allawah,NA,NA,23.1
125041589,Wentworthville - Westmead,NA,NA,23.1
123031446,Douglas Park - Appin,NA,NA,23.1
308041529,Biloela,NA,NA,23.1
302041042,Brighton (Qld),NA,NA,23.1
217031473,Colac Region,NA,NA,23.1
102021055,Tuggerah - Kangy Angy,NA,NA,23.1
209011204,Watsonia,NA,NA,23.1
212051320,Clayton,NA,NA,23.1
602031100,Scottsdale - Bridport,NA,NA,23.1
307011172,Chinchilla,NA,NA,23.1
601031019,Moonah,NA,NA,23.1
108021160,South West Rocks,NA,NA,23.1
318021472,Cranbrook,NA,NA,23.1
215021470,Mildura - South,NA,NA,23.1
504011045,Bayswater - Embleton - Bedford,NA,17.2,23.2
312021356,South Mackay,NA,17.9,23.2
205041097,Traralgon,NA,18.1,23.2
111031235,Wickham - Carrington - Tighes Hill,NA,NA,23.2
111031229,Newcastle - Cooks Hill,NA,NA,23.2
312021348,Mount Pleasant - Glenella,NA,NA,23.2
311061336,Woodridge,NA,NA,23.2
208031191,Moorabbin - Heatherton,NA,NA,23.2
116021312,Riverstone - Marsden Park,NA,NA,23.2
310031292,North Ipswich - Tivoli,NA,NA,23.2
505031099,Butler - Merriwa - Ridgewood,NA,NA,23.2
319011501,Svensson Heights - Norville,NA,NA,23.2
125021478,Oatlands - Dundas Valley,NA,16.8,23.3
304041101,Mitchelton,NA,17.4,23.3
402031038,Windsor Gardens,NA,17.9,23.3
505031107,Tapping - Ashby - Sinagra,NA,18,23.3
302021033,Stafford Heights,NA,18,23.3
108041166,Wauchope,NA,18,23.3
128011531,Sylvania - Taren Point,NA,18.2,23.3
215011388,Horsham,NA,18.3,23.3
210011226,Airport West,NA,18.5,23.3
128021535,Menai - Lucas Heights - Woronora,NA,NA,23.3
311031317,Marsden,NA,NA,23.3
120031391,Burwood - Croydon,NA,NA,23.3
124051470,St Clair,NA,NA,23.3
125011583,Auburn - North,NA,NA,23.3
302021032,Stafford,NA,NA,23.3
313051377,Clontarf,NA,NA,23.3
602011051,West Launceston,NA,NA,23.3
127011506,Cobbitty - Leppington,NA,NA,23.3
205031087,Foster,NA,NA,23.3
507051192,Waikiki,NA,NA,23.3
204011054,Alexandra,NA,NA,23.3
108051171,Wingham,NA,NA,23.3
106031119,Anna Bay,NA,NA,23.3
108021158,Nambucca Heads,NA,NA,23.3
801051058,O'Connor (ACT),NA,16.5,23.4
211011448,Ferntree Gully (South) - Upper Ferntree Gul,NA,17.3,23.4
404011095,Seaton - Grange,NA,17.8,23.4
119041380,Monterey - Brighton-le-Sands - Kyeemagh,NA,18,23.4
217041479,Warrnambool - North,NA,18.1,23.4
406021142,Port Augusta,NA,18.1,23.4
212051327,Wheelers Hill,NA,18.2,23.4
111021219,Toronto - Awaba,NA,18.5,23.4
602011047,South Launceston,NA,18.7,23.4
301011001,Alexandra Hills,NA,NA,23.4
125041492,Parramatta - Rosehill,NA,NA,23.4
206031114,Essendon - Aberfeldie,NA,NA,23.4
119031368,Hurstville,NA,NA,23.4
213021342,Altona Meadows,NA,NA,23.4
312021352,Sarina,NA,NA,23.4
213051369,Wyndham Vale,NA,NA,23.4
124031460,Glenmore Park - Regentville,NA,NA,23.4
402021028,Craigmore - Blakeview,NA,NA,23.4
511041286,Geraldton - East,NA,NA,23.4
206011106,Brunswick East,NA,NA,23.4
212011290,Koo Wee Rup,NA,NA,23.4
102021045,Blue Haven - San Remo,NA,NA,23.4
211011254,Knoxfield - Scoresby,NA,NA,23.4
204011059,Seymour,NA,NA,23.4
507031174,Parmelia - Orelia,NA,NA,23.4
108051167,Gloucester,NA,NA,23.4
110041199,Gunnedah,NA,NA,23.4
123011433,Camden - Ellis Lane,NA,18,23.5
125031482,Greystanes - Pemulwuy,NA,18.1,23.5
501021253,South Bunbury - Bunbury,NA,18.7,23.5
108011152,Forster,NA,19,23.5
405031122,Port Pirie,6.7,19.1,23.5
801071074,Chisholm,NA,NA,23.5
311051324,Cornubia - Carbrook,NA,NA,23.5
311051326,Loganlea,NA,NA,23.5
507031169,Bertram - Wellard (West),NA,NA,23.5
107031141,Shellharbour - Flinders,NA,NA,23.5
404021101,Port Adelaide,NA,NA,23.5
204011055,Euroa,NA,NA,23.5
311021307,Eagleby,NA,NA,23.5
110031195,Moree,NA,NA,23.5
127021510,Bossley Park - Abbotsbury,NA,16.9,23.6
128011603,Caringbah South,NA,17.3,23.6
306031161,Tully,6.8,17.8,23.6
112021244,Casino,NA,17.9,23.6
208031189,Edithvale - Aspendale,NA,18,23.6
208021426,Bentleigh East (North),NA,18.1,23.6
110021190,Glen Innes,NA,18.4,23.6
107011131,Dapto - Avondale,NA,18.8,23.6
509021239,Gingin - Dandaragan,7.8,18.9,23.6
801071073,Calwell,NA,NA,23.6
213031349,Maribyrnong,NA,NA,23.6
108021156,Kempsey Region,NA,NA,23.6
314031391,Bray Park,NA,NA,23.6
213031348,Footscray,NA,NA,23.6
202011024,Strathfieldsaye,NA,NA,23.6
212021294,Berwick - South,NA,NA,23.6
505031101,Clarkson,NA,NA,23.6
211011256,Rowville - Central,NA,NA,23.6
213041358,Melton West,NA,NA,23.6
125031483,Guildford - South Granville,NA,NA,23.6
313031371,Woodford - D'Aguilar,NA,NA,23.6
604011076,Burnie - Ulverstone Region,NA,NA,23.6
119021366,Punchbowl,NA,NA,23.6
312021358,West Mackay,NA,NA,23.6
204011058,Nagambie,NA,NA,23.6
106031125,Williamtown - Medowie - Karuah,NA,NA,23.6
109011174,Albury - South,NA,NA,23.6
110041205,Tamworth Region,NA,NA,23.6
102021056,Warnervale - Wadalba,NA,NA,23.6
604011080,Romaine - Havenview,NA,NA,23.6
405031120,Jamestown,NA,NA,23.6
120031575,Strathfield,NA,17.4,23.7
107031136,Albion Park - Macquarie Pass,NA,17.4,23.7
314021389,Murrumba Downs - Griffin,NA,18,23.7
403021061,Mitchell Park,5.9,18.6,23.7
213021341,Altona,NA,18.6,23.7
601061035,Sorell - Richmond,6.3,18.7,23.7
215021469,Mildura - North,NA,18.8,23.7
205041096,Morwell,NA,19,23.7
319011502,Walkervale - Avenell Heights,6.7,19.2,23.7
311051325,Loganholme - Tanah Merah,NA,NA,23.7
116021309,Glenwood,NA,NA,23.7
213031351,West Footscray - Tottenham,NA,NA,23.7
119011572,Bankstown - South,NA,NA,23.7
206011109,Pascoe Vale South,NA,NA,23.7
311061333,Slacks Creek,NA,NA,23.7
602021057,Westbury,NA,NA,23.7
212021456,Narre Warren - South West,NA,NA,23.7
203021039,Geelong,NA,NA,23.7
313031370,Kilcoy,NA,NA,23.7
106031120,Lemon Tree Passage - Tanilba Bay,NA,NA,23.7
124031462,Kingswood - Werrington,NA,NA,23.7
405031121,Peterborough - Mount Remarkable,NA,NA,23.7
506041133,Canning Vale - East,NA,17.4,23.8
208021177,Caulfield - North,NA,17.6,23.8
314021388,Dakabin - Kallangur,NA,17.7,23.8
314031394,Strathpine - Brendale,NA,18,23.8
602011046,Riverside,NA,18.3,23.8
210031236,Coburg North,NA,18.4,23.8
402041047,Salisbury East,NA,18.6,23.8
107031138,Kiama,NA,18.6,23.8
405041127,Yorke Peninsula - North,8.8,18.7,23.8
214011375,Seaford (Vic.),NA,18.7,23.8
313051380,Rothwell - Kippa-Ring,NA,18.7,23.8
108011154,Tuncurry,NA,19.5,23.8
308031215,Parkhurst - Kawana,NA,NA,23.8
312021353,Seaforth - Calen,NA,NA,23.8
212031308,Pearcedale - Tooradin,NA,NA,23.8
215021399,Red Cliffs,NA,NA,23.8
511041289,Irwin,NA,NA,23.8
113031270,Wagga Wagga - West,NA,NA,23.8
102021052,Summerland Point - Gwandalan,NA,NA,23.8
112031252,Murwillumbah Region,NA,16,23.9
301011004,Capalaba,NA,17,23.9
213041355,Hillside,NA,17.4,23.9
407021173,Mount Gambier - East,NA,17.7,23.9
801071084,Monash,NA,17.8,23.9
303051076,Rocklea - Acacia Ridge,NA,18,23.9
402041043,Parafield Gardens,NA,18.2,23.9
302021029,Chermside West,NA,18.4,23.9
203021046,Newtown (Vic.),NA,18.4,23.9
128021538,Sutherland - Kirrawee,NA,18.5,23.9
103021067,Parkes (NSW),NA,18.9,23.9
601021008,Lindisfarne - Rose Bay,7.2,19.1,23.9
402041040,Ingle Farm,NA,19.4,23.9
311031319,Regents Park - Heritage Park,NA,NA,23.9
111031226,Maryland - Fletcher - Minmi,NA,NA,23.9
308031210,Gracemere,NA,NA,23.9
511041292,Northampton - Mullewa - Greenough,NA,NA,23.9
213051465,Point Cook - North,NA,NA,23.9
505031104,Marangaroo,NA,NA,23.9
318021481,Kirwan - East,NA,NA,23.9
601031013,Austins Ferry - Granton,NA,NA,23.9
311021309,Mount Warren Park,NA,NA,23.9
109011173,Albury - North,NA,NA,23.9
601021006,Geilston Bay - Risdon,NA,NA,23.9
103021066,Grenfell,NA,NA,23.9
801071090,Wanniassa,NA,17.2,24
603021071,Geeveston - Dover,7.5,17.7,24
603011067,Southern Midlands,NA,18,24
308031223,Yeppoon,NA,18.1,24
111011206,Belmont - Bennetts Green,NA,18.2,24
403041089,Woodcroft,NA,18.3,24
114011277,North Nowra - Bomaderry,NA,18.4,24
604011079,Penguin - Sulphur Creek,NA,18.8,24
204021066,Wangaratta,NA,18.9,24
604011081,Somerset,NA,19.1,24
311051323,Bethania - Waterford,NA,19.2,24
215031404,Swan Hill,NA,19.2,24
123031448,The Oaks - Oakdale,NA,NA,24
402011027,Lewiston - Two Wells,NA,NA,24
119021573,Lakemba,NA,NA,24
125031484,Guildford West - Merrylands West,NA,NA,24
318021491,Wulguru - Roseneath,NA,NA,24
310031284,Bundamba,NA,NA,24
202011021,Flora Hill - Spring Gully,NA,NA,24
210011228,Keilor,NA,NA,24
105031102,Dubbo - West,NA,NA,24
511041287,Geraldton - North,NA,17.7,24.1
403041073,Christie Downs,NA,18.3,24.1
127011504,Ashcroft - Busby - Miller,NA,18.6,24.1
119011354,Bass Hill - Georges Hall,NA,18.6,24.1
319031513,Gympie - South,NA,18.6,24.1
313041373,Deception Bay,NA,18.8,24.1
601031014,Berriedale - Chigwell,NA,18.9,24.1
109031180,Corowa,NA,19.2,24.1
216021414,Yarrawonga,NA,19.5,24.1
601031017,Glenorchy,6,19.6,24.1
310041302,Redbank Plains,NA,NA,24.1
213051366,Truganina,NA,NA,24.1
212011289,Emerald - Cockatoo,NA,NA,24.1
210041240,Sunbury,NA,NA,24.1
210011231,Strathmore,NA,NA,24.1
213041463,Caroline Springs,NA,NA,24.1
119041378,Kogarah,NA,NA,24.1
404011094,Royal Park - Hendon - Albert Park,NA,NA,24.1
301031020,Wynnum,NA,NA,24.1
107031140,Kiama Hinterland - Gerringong,NA,NA,24.1
111031234,Waratah - North Lambton,NA,NA,24.1
116031319,Rooty Hill - Minchinbury,NA,NA,24.1
601031021,West Moonah,NA,NA,24.1
113031267,Wagga Wagga - East,NA,NA,24.1
406011130,Eyre Peninsula,NA,NA,24.1
405041126,Wallaroo,NA,NA,24.1
124051580,Colyton - Oxley Park,NA,NA,24.1
317011445,Cambooya - Wyreema,NA,17.1,24.2
404011097,Woodville - Cheltenham,NA,17.3,24.2
127031524,Holsworthy - Wattle Grove,NA,17.5,24.2
213051365,Tarneit,NA,18,24.2
403021058,Edwardstown,NA,18,24.2
209021429,Preston - West,NA,18.1,24.2
209021428,Preston - East,NA,18.2,24.2
123021436,Bradbury - Wedderburn,NA,18.7,24.2
316021421,Golden Beach - Pelican Waters,8.7,18.9,24.2
201031014,Beaufort,7.8,19.1,24.2
604011078,Parklands - Camdale,NA,19.1,24.2
406011136,Whyalla,5.8,19.2,24.2
114011279,St Georges Basin - Erowal Bay,8,19.4,24.2
111021216,Bonnells Bay - Silverwater,NA,19.4,24.2
402021030,Elizabeth,NA,19.6,24.2
123021443,Minto - St Andrews,NA,NA,24.2
213051361,Hoppers Crossing - North,NA,NA,24.2
213011339,Sydenham,NA,NA,24.2
202031032,Bendigo Region - North,NA,NA,24.2
212041314,Keysborough,NA,NA,24.2
212031457,Narre Warren South (East),NA,NA,24.2
103041079,Orange Region,NA,NA,24.2
302011025,Everton Park,NA,NA,24.2
103031073,Mudgee Region - East,NA,NA,24.2
215011391,St Arnaud,NA,NA,24.2
215011386,Ararat,NA,NA,24.2
105031106,Wellington,NA,NA,24.2
307021180,Jondaryan,5.7,18.2,24.3
107041549,Wollongong - West,NA,18.2,24.3
123031447,Picton - Tahmoor - Buxton,NA,18.2,24.3
403041087,Seaford (SA),NA,18.2,24.3
307011176,Roma,NA,18.4,24.3
203021040,Geelong West - Hamlyn Heights,NA,18.6,24.3
506041132,Beckenham - Kenwick - Langford,NA,18.8,24.3
507051186,Cooloongup,NA,18.8,24.3
110041203,Tamworth - North,NA,19.3,24.3
119021364,Kingsgrove (North) - Earlwood,NA,19.4,24.3
127011595,Hinchinbrook,NA,NA,24.3
314031393,Petrie,NA,NA,24.3
212021453,Endeavour Hills - North,NA,NA,24.3
105031103,Dubbo Region,NA,NA,24.3
103041076,Blayney,NA,NA,24.3
113031265,Junee,NA,NA,24.3
402041041,Para Hills,NA,NA,24.3
212041316,Noble Park North,NA,NA,24.3
105031105,Narromine,NA,NA,24.3
311041321,Jimboomba,NA,17.5,24.4
312021342,Andergrove - Beaconsfield,NA,18,24.4
113011257,Griffith Region,NA,18.1,24.4
212011291,Pakenham - North,NA,18.5,24.4
119021362,Belmore - Belfield,NA,19,24.4
407021154,Naracoorte,5.8,19.1,24.4
124051581,St Marys - North St Marys,NA,19.2,24.4
402021035,Virginia - Waterloo Corner,NA,19.2,24.4
210031438,Glenroy,NA,19.6,24.4
212031301,Cranbourne East,NA,19.8,24.4
212031304,Cranbourne West,NA,NA,24.4
213031350,Seddon - Kingsville,NA,NA,24.4
108011153,Forster-Tuncurry Region,NA,NA,24.4
114011283,Ulladulla Region,NA,NA,24.4
113031264,Gundagai,NA,NA,24.4
202031033,Loddon,NA,NA,24.4
106041126,Muswellbrook,NA,NA,24.4
215011390,Nhill Region,NA,NA,24.4
105031099,Coonabarabran,NA,NA,24.4
105031104,Gilgandra,NA,NA,24.4
120031392,Canterbury (North) - Ashbury,NA,18.1,24.5
317011452,Middle Ridge,NA,18.3,24.5
125041588,Pendle Hill - Girraween,NA,18.4,24.5
313021365,Caboolture,NA,18.6,24.5
212041311,Dandenong,NA,18.9,24.5
310031287,Ipswich - East,5.5,19,24.5
110041201,Quirindi,NA,19.1,24.5
212051324,Mount Waverley - South,NA,19.2,24.5
106011108,Cessnock,NA,19.3,24.5
202011022,Kangaroo Flat - Golden Square,NA,19.4,24.5
213021343,Altona North,NA,19.8,24.5
213021344,Newport,NA,NA,24.5
212021299,Narre Warren North,NA,NA,24.5
407021150,Grant,NA,NA,24.5
116021310,Parklea - Kellyville Ridge,NA,NA,24.5
308031207,Emu Park,NA,NA,24.5
213041360,Taylors Hill,NA,NA,24.5
116011303,Blacktown (East) - Kings Park,NA,NA,24.5
123021441,Leumeah - Minto Heights,NA,NA,24.5
318011462,Charters Towers,NA,NA,24.5
123011435,Mount Annan - Currans Hill,NA,17.3,24.6
214011370,Carrum Downs,NA,18.5,24.6
119011360,Revesby,NA,18.6,24.6
117011322,Mascot - Eastlakes,NA,19,24.6
504011047,Morley,5.8,19.2,24.6
213011334,St Albans - North,NA,19.5,24.6
125041494,Winston Hills,NA,19.5,24.6
103021065,Forbes,NA,19.6,24.6
113031263,Cootamundra,NA,19.7,24.6
311031312,Browns Plains,NA,NA,24.6
212011287,Beaconsfield - Officer,NA,NA,24.6
213051468,Werribee - West,NA,NA,24.6
120031395,Haberfield - Summer Hill,NA,NA,24.6
311021310,Wolffdene - Bahrs Scrub,NA,NA,24.6
310041297,Camira - Gailes,NA,NA,24.6
402021032,Munno Para West - Angle Vale,NA,NA,24.6
119011571,Bankstown - North,NA,NA,24.6
308031212,Mount Morgan,NA,NA,24.6
123021440,Ingleburn - Denham Court,NA,NA,24.6
212031303,Cranbourne South,NA,NA,24.6
215011394,Yarriambiack,NA,NA,24.6
114011273,Callala Bay - Currarong,NA,NA,24.6
215011393,West Wimmera,NA,NA,24.6
127021517,Greenfield Park - Prairiewood,NA,18.2,24.7
103041078,Orange - North,NA,18.5,24.7
119011356,Condell Park,NA,18.8,24.7
310021280,Lockyer Valley - East,NA,18.9,24.7
215011392,Stawell,NA,19,24.7
511041285,Geraldton,6.8,19.2,24.7
201011004,Ballarat - South,NA,19.4,24.7
205041095,Moe - Newborough,NA,19.4,24.7
111031231,Shortland - Jesmond,NA,19.5,24.7
212041310,Clayton South,NA,19.5,24.7
212051323,Mount Waverley - North,NA,19.6,24.7
114011272,Berry - Kangaroo Valley,NA,19.7,24.7
201011008,Wendouree - Miners Rest,NA,19.8,24.7
311031316,Hillcrest,NA,NA,24.7
127021509,Bonnyrigg Heights - Bonnyrigg,NA,NA,24.7
113031271,Wagga Wagga Region,NA,NA,24.7
308031214,Park Avenue,NA,NA,24.7
116011560,Blacktown (South),NA,19.1,24.8
406011131,Kimba - Cleve - Franklin Harbour,7.1,19.2,24.8
308031205,Berserker,NA,19.4,24.8
312021349,North Mackay,NA,19.6,24.8
111031222,Adamstown - Kotara,NA,19.7,24.8
210011229,Keilor East,NA,20,24.8
318021488,South Townsville - Railway Estate,NA,NA,24.8
210051443,Craigieburn - South,NA,NA,24.8
127021514,Edensor Park,NA,NA,24.8
127011594,Green Valley,NA,NA,24.8
125031480,Fairfield - East,NA,NA,24.8
215011387,Ararat Region,NA,NA,24.8
212021297,Hallam,NA,NA,24.8
108011151,Bulahdelah - Stroud,NA,NA,24.8
318011461,Burdekin,NA,NA,24.8
212041309,Clarinda - Oakleigh South,NA,NA,24.8
106041128,Scone,NA,NA,24.8
318021487,Oonoonba,NA,18,24.9
119011361,Yagoona - Birrong,NA,18.4,24.9
314021390,North Lakes - Mango Hill,NA,18.9,24.9
209021205,Kingsbury,NA,19,24.9
119011358,Padstow,NA,19,24.9
317011453,Newtown (Qld),NA,19,24.9
210041241,Sunbury - South,NA,19.1,24.9
604031095,Smithton,6.3,19.4,24.9
109031182,Deniliquin,NA,19.5,24.9
404031107,Plympton,5.7,19.6,24.9
109031185,Tocumwal - Finley - Jerilderie,NA,19.7,24.9
107011546,Port Kembla - Warrawong,NA,20.1,24.9
212021454,Endeavour Hills - South,NA,NA,24.9
127011596,Hoxton Park - Carnes Hill - Horningsea Park,NA,NA,24.9
127011597,West Hoxton - Middleton Grange,NA,NA,24.9
213011331,Delahey,NA,NA,24.9
210051444,Craigieburn - West,NA,NA,24.9
205051102,Rosedale,NA,NA,24.9
209041430,Doreen,NA,NA,24.9
215031405,Swan Hill Region,NA,NA,24.9
109031183,Deniliquin Region,NA,NA,24.9
308031216,Rockhampton - West,NA,NA,24.9
215031401,Gannawarra,NA,NA,24.9
308031219,Rockhampton Region - North,6.4,17.5,25
504011048,Noranda,NA,18.7,25
119011357,Greenacre - Mount Lewis,NA,18.8,25
127021515,Fairfield,NA,18.8,25
106031122,Raymond Terrace,NA,19,25
212041460,Noble Park - West,NA,19.1,25
211011446,Boronia,NA,19.2,25
213051368,Werribee - South,NA,19.3,25
108051168,Old Bar - Manning Point - Red Head,NA,19.3,25
318021467,Aitkenvale,NA,19.4,25
111011214,Warners Bay - Boolaroo,NA,19.6,25
109031181,Corowa Region,NA,19.9,25
116031316,Lethbridge Park - Tregear,NA,20.6,25
407021157,Tatiara,NA,NA,25
205041094,Churchill,NA,NA,25
407021151,Kingston - Robe,NA,NA,25
106041129,Scone Region,NA,NA,25
215031402,Kerang,NA,NA,25
602011038,Launceston,NA,18.3,25.1
123011434,Elderslie - Harrington Park,NA,18.4,25.1
111031228,Merewether - The Junction,NA,18.6,25.1
310031291,Leichhardt - One Mile,NA,19,25.1
116011304,Blacktown (North) - Marayong,NA,19.2,25.1
119021367,Roselands,NA,19.2,25.1
127021516,Fairfield - West,NA,19.3,25.1
403041074,Christies Beach,NA,19.3,25.1
210051245,Gladstone Park - Westmeadows,NA,19.6,25.1
213011328,Ardeer - Albion,NA,19.7,25.1
123021437,Campbelltown - Woodbine,5.3,19.9,25.1
602011037,Kings Meadows - Punchbowl,NA,20,25.1
216021411,Cobram,NA,20.3,25.1
117021328,Sydenham - Tempe - St Peters,NA,NA,25.1
210051249,Roxburgh Park - Somerton,NA,NA,25.1
213011333,Kings Park (Vic.),NA,NA,25.1
212041459,Noble Park - East,NA,NA,25.1
318011465,Ingham Region,NA,NA,25.1
